Date,total_sales,total_cost_of_sales,Quantity Sold,unit_selling_price,unit_cost_price,gross_profit,daily_gross_profit_percentage
2014-03-23,70194.79953786121,67061.62270944688,2003,35.04483252015038,33.48059046901991,3133.1768284143327,0.044635455176766765
2014-03-24,81378.21463167097,77703.6463336835,2323,35.03151727579465,33.449697087250755,3674.568297987469,0.045154201460662076
2014-03-25,130227.01471457879,127394.28924213616,3822,34.07300228010958,33.33183915283521,2832.725472442631,0.02175221077324988
2014-03-26,125310.0364078538,122275.10258217747,3666,34.1816793256557,33.35381958051759,3034.9338256763294,0.02421939944058715
2014-03-27,119452.33963454989,118186.57504122709,3543,33.71502671028786,33.35776885160234,1265.764593322805,0.010596398506678564
2014-03-28,276174.76932028367,271550.89558082254,8130,33.96983632475814,33.401094167382844,4623.8737394611235,0.016742563959920444
2014-03-29,357369.2669406512,352250.83007461776,10518,33.97692212784286,33.490286183173396,5118.436866033473,0.014322543485205454
2014-03-30,163865.4902727038,160525.42687771353,4791,34.20277400807844,33.50562030426081,3340.063394990284,0.02038295793355742
2014-03-31,190719.6145286,187072.5952299383,5583,34.16077637983163,33.507539894311,3647.019298661704,0.019122413327417893
2014-04-01,244535.20522546367,239700.6847975987,7155,34.17682812375453,33.501143926987936,4834.520427864976,0.019770242993876915
2014-04-02,155620.50378882745,153366.01881055222,4575,34.01541066422458,33.522627062415786,2254.484978275228,0.014487069013312663
2014-04-03,136001.97816007744,134523.06863372037,3997,34.02601405055728,33.65600916530407,1478.909526357078,0.010874176584522673
2014-04-04,190559.88751276743,187742.30001175258,5558,34.28569404691749,33.778751351520796,2817.5875010148447,0.014785837343790768
2014-04-05,217110.50252912124,213540.73418419377,6320,34.352927615367285,33.7880908519294,3569.7683449274627,0.016442172549661186
2014-04-06,119190.09998255635,116856.31461341622,3447,34.5779228263871,33.90087456147845,2333.785369140125,0.019580362542540683
2014-04-07,131910.19745153244,130784.44470906522,3854,34.22682860704007,33.93472877765055,1125.7527424672153,0.008534235898485778
2014-04-08,118921.30767625879,115305.80518544574,3394,35.038688178037354,33.97342521668997,3615.5024908130436,0.030402478424266733
2014-04-09,124828.28283680881,121264.70311816283,3563,35.034600852317936,34.03443814711278,3563.579718645982,0.028547855002577747
2014-04-10,179326.49022809637,183278.50242698644,5380,33.33206138068706,34.06663613884506,-3952.0121988900646,-0.02203808368670606
2014-04-11,318949.81705616,326322.52601226023,9573,33.31764515367806,34.087801735324376,-7372.708956100221,-0.023115576688987567
2014-04-12,375031.109322689,383727.1940129243,11250,33.33609860646124,34.10908391225993,-8696.084690235264,-0.02318763556959449
2014-04-13,166393.54070527272,170061.86414652268,4990,33.34539893893241,34.08053389709873,-3668.3234412499587,-0.022046068769866114
2014-04-14,193652.32776782895,198212.06872996836,5810,33.33086536451445,34.11567448020109,-4559.740962139418,-0.023546016795657224
2014-04-15,249805.51721349137,255956.65403528852,7497,33.32073058736713,34.141210355514005,-6151.136821797147,-0.02462370283255273
2014-04-16,294023.41088805016,301522.3522543714,8821,33.33220846707291,34.18233219072343,-7498.941366321233,-0.025504572386504505
2014-04-17,612236.0057972377,627927.7586733897,18366,33.33529379272775,34.189685215800374,-15691.752876151935,-0.025630235281112787
2014-04-18,464815.51786854694,476692.5436944089,13940,33.3440113248599,34.1960217858256,-11877.025825861958,-0.025552128466633645
2014-04-19,360480.94044953777,369765.6127632247,10814,33.334653268867925,34.19323217710604,-9284.672313686926,-0.025756347345600228
2014-04-20,114279.57725376953,117190.8261541667,3429,33.32737744350234,34.17638558010111,-2911.2489003971714,-0.025474795850289545
2014-04-21,161170.82040273017,165415.08384550374,4834,33.341088209087744,34.219090576231636,-4244.263442773576,-0.026333944520280417
2014-04-22,182483.14649530518,187344.73717165823,5475,33.33025506763565,34.21821683500607,-4861.590676353051,-0.02664131329233808
2014-04-23,109358.41252901952,106849.89879556595,3121,35.03954262384477,34.23578942504516,2508.5137334535684,0.022938461481304927
2014-04-24,98430.1141092905,96197.48223143081,2809,35.04098045898558,34.24616668972261,2232.6318778596906,0.02268240668075137
2014-04-25,295741.3469618826,292327.02825568395,8537,34.642303732210685,34.24236010960337,3414.3187061986537,0.011544948791481352
2014-04-26,285053.9799331276,281159.581123413,8209,34.724568148754734,34.25016215414947,3894.398809714592,0.013661969605294411
2014-04-27,124964.7964680588,123042.15895289756,3592,34.78975402785601,34.25449859490467,1922.6375151612447,0.01538543309397278
2014-04-28,124175.8083521588,122516.06570420253,3576,34.72477862196834,34.26064477186871,1659.742647956271,0.013366070815092192
2014-04-29,131842.57163224378,130405.26385817112,3807,34.63161850072072,34.254075087515396,1437.3077740726585,0.010901697048824453
2014-04-30,154850.05725768136,150644.34824066723,4398,35.20919901266061,34.25292138259828,4205.709017014131,0.027159880283515403
2014-05-01,180294.26873002757,175656.65039321326,5124,35.1862351151498,34.28115737572468,4637.61833681431,0.02572249450568323
2014-05-02,163849.03582968138,157300.625596072,4581,35.76708924463684,34.33761746257848,6548.410233609378,0.0399661200351301
2014-05-03,131436.79244744137,127601.94472593981,3697,35.55228359411452,34.51499722097371,3834.847721501559,0.029176364167856794
2014-05-04,93082.04395689281,91601.50654339502,2642,35.23165933266193,34.67127424049774,1480.53741349779,0.015905725213591584
2014-05-05,110887.01329721222,109460.1532226706,3154,35.15758189512119,34.705184915241155,1426.8600745416188,0.012867693268256609
2014-05-06,119385.57536795686,115693.10664184783,3324,35.91623807700267,34.80538707636818,3692.4687261090294,0.030928935214564367
2014-05-07,91719.58937883745,93157.1705825259,2677,34.26208045529976,34.799092485067575,-1437.5812036884454,-0.015673655032957878
2014-05-08,96335.44895138746,93696.21613721379,2683,35.90586990361068,34.922182682524706,2639.2328141736652,0.027396278762405187
2014-05-09,303226.29835425445,325836.9401138924,9328,32.50710745650241,34.93106133296445,-22610.641759637918,-0.07456688909357811
2014-05-10,431695.70916738006,465253.815715588,13306,32.443687747435746,34.96571589625643,-33558.10654820793,-0.07773555732794311
2014-05-11,200407.27706754216,215907.8249128291,6173,32.46513479143725,34.976158255763664,-15500.547845286928,-0.07734523452490631
2014-05-12,183413.70834773596,197835.4950837978,5653,32.44537561431735,34.99654963449457,-14421.786736061855,-0.07862981925385555
2014-05-13,146166.6011247823,157693.18930052698,4503,32.45982703193033,35.01958456596202,-11526.588175744691,-0.0788592475096582
2014-05-14,201120.72764081473,218098.76188801107,6253,32.16387776120498,34.879059953304186,-16978.034247196338,-0.08441712819137034
2014-05-15,270123.5508233284,289864.79847427225,8408,32.126968461385395,34.47488088419033,-19741.24765094387,-0.07308228990316894
2014-05-16,415315.38394824736,441790.76722722733,12949,32.07316271127094,34.11775173582727,-26475.383278979978,-0.06374765853190521
2014-05-17,498716.9975550141,526707.3769616452,15508,32.15869213019178,33.963591498687464,-27990.37940663111,-0.056124775261030595
2014-05-18,166433.17212925974,174376.63247461844,5141,32.37369619320361,33.918815886912746,-7943.460345358704,-0.04772762691315793
2014-05-19,168520.6293674285,175540.11551824523,5194,32.445250167005874,33.79671072742496,-7019.486150816723,-0.04165357189304114
2014-05-20,178123.53210953472,187748.1722021974,5550,32.094330109826075,33.82849949589142,-9624.640092662681,-0.05403351246563051
2014-05-21,194878.80263463093,204460.6653774428,6070,32.10523931377775,33.683799897437034,-9581.862742811878,-0.04916831699123511
2014-05-22,115475.09689625975,115011.32260883169,3421,33.754778397035885,33.619211519681876,463.7742874280666,0.004016227739949082
2014-05-23,430521.02453865507,449274.1862583655,13384,32.16684283761619,33.5680055482939,-18753.16171971045,-0.043559223942213454
2014-05-24,590642.8256606437,614245.7941495274,18356,32.17709880478556,33.462943677790776,-23602.968488883693,-0.039961491892301214
2014-05-25,210764.71795229093,217364.46301139216,6500,32.42534122342937,33.44068661713725,-6599.745059101231,-0.03131332949471724
2014-05-26,218189.34852144716,225607.5951852721,6752,32.314773181493955,33.41344715421684,-7418.246663824946,-0.0339991237615147
2014-05-27,226132.46392936216,234496.51283165644,7023,32.19884151065957,33.38979251483076,-8364.048902294278,-0.03698738675976656
2014-05-28,243720.86804506715,252929.29469238102,7579,32.15739121850734,33.372383519248054,-9208.42664731387,-0.03778267622783582
2014-05-29,207429.42904813593,215118.84649511724,6448,32.16957646528163,33.36210398497476,-7689.417446981301,-0.03707004103644763
2014-05-30,503149.4313453478,521651.08612557297,15637,32.1768517839322,33.36004899440896,-18501.654780225188,-0.03677168973589909
2014-05-31,603748.7895260763,626259.3868488161,18775,32.15705936224108,33.35602593069593,-22510.597322739777,-0.03728470799984524
2014-06-01,456017.4630926764,473223.9807315766,14188,32.141067316935185,33.35381877160816,-17206.5176389002,-0.037732146313447915
2014-06-02,425845.1960447211,442155.99116118724,13256,32.12471303898017,33.35515926080169,-16310.79511646612,-0.03830217005607175
2014-06-03,328217.769952647,340913.591725203,10223,32.10581727014056,33.347705343363295,-12695.821772555995,-0.03868109205174254
2014-06-04,286405.9988025032,296902.67253080226,8904,32.16599267772947,33.34486439025183,-10496.673728299036,-0.03664962944975611
2014-06-05,184989.88866687592,192824.89012846403,5783,31.988567986663657,33.34340137099499,-7835.001461588108,-0.04235367412808782
2014-06-06,288118.3044474556,300213.5594066618,9005,31.99536973319885,33.33854074477088,-12095.254959206155,-0.0419801684672623
2014-06-07,391930.8780096609,407438.9196005409,12222,32.06765488542472,33.33651772218466,-15508.041590879962,-0.03956830773230808
2014-06-08,193772.58110879714,201254.71251154633,6037,32.09749562842424,33.336874691327864,-7482.13140274919,-0.03861295215213246
2014-06-09,214177.98344261837,220255.2191788284,6607,32.416828128139606,33.336645857246616,-6077.235736210045,-0.028374698643281564
2014-06-10,188334.52117067974,195254.78100370185,5857,32.15545862569229,33.33699522002763,-6920.259833022108,-0.036744510724884924
2014-06-11,174324.99481545974,180978.6010382294,5429,32.10996404779144,33.33553159665305,-6653.606222769653,-0.038167826878831426
2014-06-12,200271.56431625973,207757.70297321578,6232,32.13600197629328,33.33724373767904,-7486.138656956056,-0.037379937998258644
2014-06-13,468701.63017391367,486180.5443618799,14585,32.135867684190174,33.33428483797599,-17478.914187966206,-0.0372921984109178
2014-06-14,473425.7541569488,492135.2922944348,14745,32.107545212407516,33.37641860253881,-18709.53813748597,-0.039519476862434136
2014-06-15,224232.1213750946,233554.0322464338,6991,32.07439870906803,33.407814654045744,-9321.910871339205,-0.04157259367735967
2014-06-16,185606.27501469472,193340.31536521245,5788,32.067428302469715,33.403648128060205,-7734.040350517724,-0.041669067222567815
2014-06-17,212687.50941481217,221403.64501724,6632,32.06988983938663,33.384144302961396,-8716.135602427821,-0.04098094724231514
2014-06-18,184259.69242149973,192057.5108470778,5752,32.03402163099786,33.38969242821241,-7797.818425578065,-0.042319719104601104
2014-06-19,113735.8161577795,119544.0197640804,3578,31.78753945158734,33.41084957073237,-5808.2036063009,-0.0510674983704649
2014-06-20,203165.08297513984,205350.6430787224,6119,33.20233420087266,33.55951022695251,-2185.5601035825675,-0.010757557704194683
2014-06-21,203345.24456475486,206918.9125938658,6161,33.005233657645654,33.58528040802886,-3573.668029110937,-0.017574387032065115
2014-06-22,134944.48896695639,135372.52702503128,4015,33.610084425144805,33.71669415318338,-428.0380580748897,-0.0031719565678573402
2014-06-23,138298.21024496638,139206.02689008065,4133,33.461942957891694,33.68159373096556,-907.8166451142752,-0.006564196626306788
2014-06-24,36692.67986190049,35299.064235203216,1047,35.04553950515806,33.71448351022275,1393.6156266972757,0.03798075343481041
2014-06-25,56077.54269213074,53925.25763103767,1601,35.02657257472251,33.68223462275932,2152.285061093069,0.038380516651902
2014-06-26,55780.707452340735,53688.24119505065,1592,35.03813282182207,33.72376959488106,2092.466257290085,0.03751236498887894
2014-06-27,131721.2383167888,127302.42713472138,3759,35.04156379802841,33.866035417590155,4418.811182067424,0.03354668722017484
2014-06-28,146169.07657195258,141012.32941184982,4172,35.03573263949007,33.79969544866966,5156.747160102765,0.03527933049207112
2014-06-29,62073.58541298098,60083.86983686743,1772,35.030240075045704,33.90737575443986,1989.715576113551,0.0320541428834149
2014-06-30,93619.84699129574,90294.37608768833,2672,35.037367885963974,33.792805422039045,3325.4709036074055,0.03552100340344062
2014-07-01,180183.03135601137,173842.92092590587,5143,35.03461624655092,33.80185123972504,6340.110430105502,0.03518705608619998
2014-07-02,104760.70623579,101615.73201573636,2990,35.03702549691973,33.985194654092425,3144.974220053642,0.03002055191356859
2014-07-03,93450.5336849105,90927.08965764765,2667,35.03957018556824,34.0933969469995,2523.4440272628417,0.02700299214738785
2014-07-04,98087.55590394074,95423.27398722722,2799,35.04378560340862,34.09191639415049,2664.2819167135167,0.027162282637796638
2014-07-05,117562.26290534917,114395.62762744626,3355,35.04091293751093,34.09705741503614,3166.635277902911,0.026935814262544506
2014-07-06,70153.08097215135,68252.24220948873,2002,35.04149898708859,34.0920290756687,1900.8387626626209,0.027095584916893335
2014-07-07,68918.41528749111,66990.88135215205,1967,35.03732348118511,34.057387570997484,1927.533935339059,0.027968343835220368
2014-07-08,108417.40283335964,105373.30003337098,3094,35.041177386347655,34.057304471031344,3044.1027999886574,0.02807762149281073
2014-07-09,81802.6082085011,79496.49424396551,2335,35.03323692012895,34.04560781326146,2306.113964535587,0.028191203374074457
2014-07-10,103998.55973343049,101270.97105094598,2968,35.039946001829684,34.120947119590966,2727.5886824845074,0.02622717746741756
2014-07-11,134018.08926347757,130633.26271454827,3825,35.037408957771916,34.152486984195626,3384.826548929297,0.025256490131528277
2014-07-12,99277.29950301051,96688.49781301751,2833,35.043169609251855,34.129367388993124,2588.8016899929935,0.026076471690434026
2014-07-13,49705.23199992073,48370.308994006264,1419,35.028352360761616,34.08760323749561,1334.9230059144684,0.026856790567170018
2014-07-14,75384.57455073134,73393.44659366891,2151,35.04629221326422,34.12061673345835,1991.127957062432,0.026412936186599664
2014-07-15,110288.23417419061,107437.3809516128,3148,35.03438188506691,34.1287741269418,2850.853222577818,0.025849114766631813
2014-07-16,156536.68620542108,164641.35398748523,4825,32.44283651925826,34.12256041191404,-8104.667782064149,-0.05177487768859817
2014-07-17,80823.05919792122,78844.86050033744,2307,35.03383580317348,34.17635912455025,1978.198697583779,0.02447567213138424
2014-07-18,124615.6856084088,121612.17892455596,3557,35.033929043690975,34.18953582360302,3003.5066838528437,0.024102155913911478
2014-07-19,242758.9505283758,255779.85446049325,7485,32.43272552149309,34.17232524522288,-13020.90393211745,-0.05363717343388108
2014-07-20,85078.24368943609,83020.51412546248,2428,35.04046280454534,34.192962984127874,2057.729563973611,0.02418631926024483
2014-07-21,86738.06742726086,84643.27182721549,2475,35.04568380899428,34.1993017483699,2094.7956000453705,0.02415082168855192
2014-07-22,56673.61581162085,55278.70782923058,1618,35.02695662028483,34.164837966149925,1394.907982390272,0.024613004877381547
2014-07-23,165742.17046423352,173725.35752062302,5106,32.46027623663014,34.02376763036095,-7983.187056389492,-0.048166299705313866
2014-07-24,95618.24880371086,92416.90383823749,2729,35.037833933202954,33.86475039876786,3201.3449654733704,0.0334804810329169
2014-07-25,515698.7957661752,538260.2718039068,15897,32.44000728226553,33.859235818324635,-22561.47603773157,-0.043749328528510364
2014-07-26,562590.3665478406,586670.514084788,17343,32.43904552544777,33.82751047020631,-24080.147536947392,-0.042802274921107636
2014-07-27,266305.92588997324,277238.0103614798,8207,32.44863237358027,33.78067629602533,-10932.08447150659,-0.04105084945057994
2014-07-28,292634.7456928194,304508.379030808,9018,32.45007160044571,33.76673087500643,-11873.633337988576,-0.04057492663722306
2014-07-29,212360.99307795215,221017.07309976683,6548,32.43142838698109,33.753370968198965,-8656.080021814676,-0.04076115814092683
2014-07-30,198019.33209153594,205903.82494520774,6102,32.45154573771484,33.74366190514712,-7884.492853671807,-0.039816783393790765
2014-07-31,295508.3272942658,307222.3954216875,9108,32.44491955360845,33.731049124032445,-11714.06812742172,-0.03964039942521453
2014-08-01,611894.6731809496,636341.3159261962,18867,32.43200684692583,33.727742403466166,-24446.64274524653,-0.03995237059044827
2014-08-02,628685.218828356,653779.9634532441,19384,32.43320361268861,33.72781487067912,-25094.74462488806,-0.03991623132424788
2014-08-03,307272.68372995686,319500.00945712806,9473,32.436681487380646,33.72743686869293,-12227.325727171206,-0.039793077532127956
2014-08-04,362106.5326359408,376645.7509344858,11170,32.417773736431585,33.719404738987095,-14539.21829854499,-0.04015177023376878
2014-08-05,262349.59097271576,272809.2904438099,8091,32.42486602060509,33.717623339983916,-10459.699471094122,-0.0398693187678037
2014-08-06,80697.90350079122,77649.63653325358,2303,35.040340208767354,33.71673318855996,3048.2669675376383,0.03777380619941076
2014-08-07,103272.62271335037,99367.23322268797,2947,35.04330597670525,33.71809746273769,3905.3894906624046,0.03781630976393846
2014-08-08,439421.4220670738,456509.62185022025,13542,32.44878319798212,33.71064996678631,-17088.19978314644,-0.03888795339736094
2014-08-09,408616.3506319135,424340.94938278507,12588,32.46078413027594,33.70995784737727,-15724.598750871548,-0.038482549037878455
2014-08-10,195866.77301944338,203331.43478475648,6032,32.471281999244596,33.708792238852205,-7464.661765313096,-0.03811091411901748
2014-08-11,232347.3531692896,241134.5277944064,7158,32.4598146366708,33.68741656809254,-8787.174625116808,-0.037819129442436226
2014-08-12,190325.18114338472,197438.11163851494,5863,32.462081041000296,33.675270618883665,-7112.930495130218,-0.037372513991049724
2014-08-13,197698.11855084094,205114.12894822727,6092,32.452087746362594,33.669423661888914,-7416.01039738633,-0.037511790459853034
2014-08-14,177908.83560484851,184687.52914036706,5485,32.43552153233337,33.67138179405051,-6778.6935355185415,-0.03810206228640958
2014-08-15,473321.8824517537,491559.42296304414,14587,32.44819924945182,33.69845910489094,-18237.540511290426,-0.03853094730550388
2014-08-16,541600.8921595308,562953.3707736537,16686,32.458401783502985,33.73806608975511,-21352.478614122956,-0.03942474785996751
